track,remix_index,effects,has_vocals
107025,30,vocal_cover;mild_reverb;mild_distortion,True
099369,1,vocal_cover;mild_distortion,True
099369,2,vocal_cover;mild_distortion;slight_time_stretch,True
099369,3,vocal_cover;light_chorus,True
099369,4,vocal_cover;gentle_eq;slight_time_stretch,True
099369,5,vocal_cover;subtle_pitch_shift;light_chorus,True
099369,6,vocal_cover;mild_reverb;light_chorus,True
099369,7,vocal_cover;mild_reverb,True
099369,8,vocal_cover;gentle_eq;mild_distortion,True
099369,9,vocal_cover;gentle_delay,True
099369,10,vocal_cover;slight_time_stretch;light_chorus,True
099369,11,vocal_cover;slight_time_stretch,True
099369,12,vocal_cover;gentle_eq,True
099369,13,vocal_cover;light_chorus,True
099369,14,vocal_cover;gentle_delay;slight_time_stretch,True
099369,15,vocal_cover;mild_reverb;mild_distortion,True
099369,16,vocal_cover;gentle_eq;gentle_delay,True
099369,17,vocal_cover;subtle_pitch_shift,True
099369,18,vocal_cover;mild_reverb;slight_time_stretch,True
099369,19,vocal_cover;gentle_delay;mild_reverb,True
099369,20,vocal_cover;subtle_pitch_shift;gentle_eq,True
099369,21,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
099369,22,vocal_cover;gentle_eq,True
099369,23,vocal_cover;light_chorus,True
099369,24,vocal_cover;mild_distortion,True
099369,25,vocal_cover;gentle_delay;mild_distortion,True
099369,26,vocal_cover;slight_time_stretch,True
099369,27,vocal_cover;slight_time_stretch,True
099369,28,vocal_cover;subtle_pitch_shift;mild_distortion,True
099369,29,vocal_cover;subtle_pitch_shift,True
099369,30,vocal_cover;mild_distortion;light_chorus,True
119569,1,vocal_cover;mild_distortion;gentle_delay,True
119569,2,vocal_cover;gentle_delay;light_chorus,True
119569,3,vocal_cover;mild_reverb;subtle_pitch_shift,True
119569,4,vocal_cover;light_chorus;subtle_pitch_shift,True
119569,5,vocal_cover;slight_time_stretch,True
119569,6,vocal_cover;mild_reverb;slight_time_stretch,True
119569,7,vocal_cover;gentle_delay;subtle_pitch_shift,True
119569,8,vocal_cover;light_chorus;mild_reverb,True
119569,9,vocal_cover;gentle_eq,True
119569,10,vocal_cover;subtle_pitch_shift,True
119569,11,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
119569,12,vocal_cover;mild_reverb,True
119569,13,vocal_cover;light_chorus,True
119569,14,vocal_cover;gentle_delay,True
119569,15,vocal_cover;mild_distortion;gentle_eq,True
119569,16,vocal_cover;mild_distortion;light_chorus,True
119569,17,vocal_cover;mild_distortion,True
119569,18,vocal_cover;mild_reverb;gentle_eq,True
119569,19,vocal_cover;light_chorus;slight_time_stretch,True
119569,20,vocal_cover;gentle_eq;subtle_pitch_shift,True
119569,21,vocal_cover;gentle_delay;gentle_eq,True
119569,22,vocal_cover;mild_distortion;mild_reverb,True
119569,23,vocal_cover;mild_distortion;subtle_pitch_shift,True
119569,24,vocal_cover;light_chorus,True
119569,25,vocal_cover;subtle_pitch_shift,True
119569,26,vocal_cover;slight_time_stretch,True
119569,27,vocal_cover;gentle_eq;light_chorus,True
119569,28,vocal_cover;mild_distortion,True
119569,29,vocal_cover;slight_time_stretch;mild_distortion,True
119569,30,vocal_cover;mild_distortion,True
020667,1,vocal_cover;mild_distortion;gentle_delay,True
020667,2,vocal_cover;slight_time_stretch,True
020667,3,vocal_cover;light_chorus;subtle_pitch_shift,True
020667,4,vocal_cover;gentle_eq,True
020667,5,vocal_cover;mild_distortion,True
020667,6,vocal_cover;subtle_pitch_shift,True
020667,7,vocal_cover;mild_reverb,True
020667,8,vocal_cover;light_chorus,True
020667,9,vocal_cover;gentle_delay,True
020667,10,vocal_cover;light_chorus;gentle_delay,True
020667,11,vocal_cover;gentle_delay,True
020667,12,vocal_cover;gentle_delay,True
020667,13,vocal_cover;light_chorus,True
020667,14,vocal_cover;mild_reverb,True
020667,15,vocal_cover;gentle_eq,True
020667,16,vocal_cover;mild_distortion;slight_time_stretch,True
020667,17,vocal_cover;mild_reverb;subtle_pitch_shift,True
020667,18,vocal_cover;mild_distortion;mild_reverb,True
020667,19,vocal_cover;slight_time_stretch;gentle_eq,True
020667,20,vocal_cover;mild_reverb,True
020667,21,vocal_cover;mild_distortion;gentle_eq,True
020667,22,vocal_cover;subtle_pitch_shift;gentle_eq,True
020667,23,vocal_cover;gentle_delay;gentle_eq,True
020667,24,vocal_cover;mild_reverb;light_chorus,True
020667,25,vocal_cover;slight_time_stretch,True
020667,26,vocal_cover;mild_reverb;gentle_eq,True
020667,27,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
020667,28,vocal_cover;slight_time_stretch;mild_reverb,True
020667,29,vocal_cover;gentle_delay;subtle_pitch_shift,True
020667,30,vocal_cover;gentle_delay;slight_time_stretch,True
117961,1,vocal_cover;gentle_eq,True
117961,2,vocal_cover;mild_distortion,True
117961,3,vocal_cover;gentle_delay,True
117961,4,vocal_cover;subtle_pitch_shift;mild_reverb,True
117961,5,vocal_cover;light_chorus,True
117961,6,vocal_cover;slight_time_stretch,True
117961,7,vocal_cover;subtle_pitch_shift,True
117961,8,vocal_cover;mild_reverb;light_chorus,True
117961,9,vocal_cover;gentle_delay;subtle_pitch_shift,True
117961,10,vocal_cover;mild_reverb,True
117961,11,vocal_cover;light_chorus,True
117961,12,vocal_cover;gentle_eq;slight_time_stretch,True
117961,13,vocal_cover;light_chorus,True
117961,14,vocal_cover;gentle_eq;subtle_pitch_shift,True
117961,15,vocal_cover;mild_reverb,True
117961,16,vocal_cover;slight_time_stretch;light_chorus,True
117961,17,vocal_cover;light_chorus,True
117961,18,vocal_cover;gentle_delay;light_chorus,True
117961,19,vocal_cover;mild_reverb;slight_time_stretch,True
117961,20,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
117961,21,vocal_cover;mild_distortion,True
117961,22,vocal_cover;mild_distortion;light_chorus,True
117961,23,vocal_cover;mild_distortion;mild_reverb,True
117961,24,vocal_cover;mild_distortion;slight_time_stretch,True
117961,25,vocal_cover;subtle_pitch_shift,True
117961,26,vocal_cover;gentle_eq;gentle_delay,True
117961,27,vocal_cover;slight_time_stretch;gentle_delay,True
117961,28,vocal_cover;mild_distortion;gentle_eq,True
117961,29,vocal_cover;light_chorus,True
117961,30,vocal_cover;subtle_pitch_shift,True
038955,1,vocal_cover;mild_reverb,True
038955,2,vocal_cover;slight_time_stretch,True
038955,3,vocal_cover;subtle_pitch_shift,True
038955,4,vocal_cover;gentle_delay,True
038955,5,vocal_cover;gentle_eq;subtle_pitch_shift,True
038955,6,vocal_cover;gentle_eq,True
038955,7,vocal_cover;mild_reverb;mild_distortion,True
038955,8,vocal_cover;light_chorus;mild_distortion,True
038955,9,vocal_cover;light_chorus,True
038955,10,vocal_cover;gentle_eq;mild_reverb,True
038955,11,vocal_cover;light_chorus,True
038955,12,vocal_cover;slight_time_stretch;mild_reverb,True
038955,13,vocal_cover;mild_distortion;subtle_pitch_shift,True
038955,14,vocal_cover;subtle_pitch_shift;mild_reverb,True
038955,15,vocal_cover;slight_time_stretch;light_chorus,True
038955,16,vocal_cover;mild_distortion,True
038955,17,vocal_cover;gentle_eq,True
038955,18,vocal_cover;subtle_pitch_shift,True
038955,19,vocal_cover;mild_reverb,True
038955,20,vocal_cover;gentle_delay;slight_time_stretch,True
038955,21,vocal_cover;subtle_pitch_shift,True
038955,22,vocal_cover;mild_reverb;gentle_delay,True
038955,23,vocal_cover;gentle_delay,True
038955,24,vocal_cover;subtle_pitch_shift,True
038955,25,vocal_cover;subtle_pitch_shift,True
038955,26,vocal_cover;slight_time_stretch;mild_distortion,True
038955,27,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
038955,28,vocal_cover;light_chorus;mild_reverb,True
038955,29,vocal_cover;subtle_pitch_shift,True
038955,30,vocal_cover;light_chorus,True
101118,1,vocal_cover;slight_time_stretch,True
101118,2,vocal_cover;slight_time_stretch;mild_reverb,True
101118,3,vocal_cover;subtle_pitch_shift,True
101118,4,vocal_cover;gentle_eq,True
101118,5,vocal_cover;mild_reverb,True
101118,6,vocal_cover;gentle_eq;light_chorus,True
101118,7,vocal_cover;mild_distortion,True
101118,8,vocal_cover;gentle_delay,True
101118,9,vocal_cover;mild_reverb;mild_distortion,True
101118,10,vocal_cover;light_chorus,True
101118,11,vocal_cover;mild_distortion;gentle_eq,True
101118,12,vocal_cover;mild_reverb,True
101118,13,vocal_cover;mild_reverb,True
101118,14,vocal_cover;mild_reverb;light_chorus,True
101118,15,vocal_cover;light_chorus,True
101118,16,vocal_cover;mild_reverb,True
101118,17,vocal_cover;light_chorus,True
101118,18,vocal_cover;mild_reverb,True
101118,19,vocal_cover;gentle_delay;slight_time_stretch,True
101118,20,vocal_cover;mild_reverb,True
101118,21,vocal_cover;mild_distortion,True
101118,22,vocal_cover;mild_reverb;subtle_pitch_shift,True
101118,23,vocal_cover;gentle_delay;mild_reverb,True
101118,24,vocal_cover;light_chorus,True
101118,25,vocal_cover;subtle_pitch_shift;light_chorus,True
101118,26,vocal_cover;slight_time_stretch,True
101118,27,vocal_cover;light_chorus,True
101118,28,vocal_cover;subtle_pitch_shift,True
101118,29,vocal_cover;light_chorus,True
101118,30,vocal_cover;mild_distortion,True
000574,1,vocal_cover;mild_reverb;light_chorus,True
000574,2,vocal_cover;mild_distortion,True
000574,3,vocal_cover;gentle_eq;subtle_pitch_shift,True
000574,4,vocal_cover;light_chorus;mild_distortion,True
000574,5,vocal_cover;gentle_eq;mild_distortion,True
000574,6,vocal_cover;slight_time_stretch;mild_reverb,True
000574,7,vocal_cover;gentle_eq;mild_reverb,True
000574,8,vocal_cover;light_chorus,True
000574,9,vocal_cover;mild_reverb;gentle_delay,True
000574,10,vocal_cover;gentle_delay;subtle_pitch_shift,True
000574,11,vocal_cover;gentle_delay;slight_time_stretch,True
000574,12,vocal_cover;subtle_pitch_shift,True
000574,13,vocal_cover;mild_reverb,True
000574,14,vocal_cover;slight_time_stretch,True
000574,15,vocal_cover;gentle_eq,True
000574,16,vocal_cover;subtle_pitch_shift;mild_reverb,True
000574,17,vocal_cover;mild_reverb;mild_distortion,True
000574,18,vocal_cover;gentle_delay,True
000574,19,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
000574,20,vocal_cover;gentle_delay;mild_distortion,True
000574,21,vocal_cover;mild_distortion;subtle_pitch_shift,True
000574,22,vocal_cover;gentle_eq;light_chorus,True
000574,23,vocal_cover;light_chorus;gentle_delay,True
000574,24,vocal_cover;subtle_pitch_shift,True
000574,25,vocal_cover;gentle_delay;gentle_eq,True
000574,26,vocal_cover;subtle_pitch_shift,True
000574,27,vocal_cover;slight_time_stretch;gentle_eq,True
000574,28,vocal_cover;slight_time_stretch,True
000574,29,vocal_cover;slight_time_stretch;mild_distortion,True
000574,30,vocal_cover;slight_time_stretch,True
143303,1,vocal_cover;slight_time_stretch,True
143303,2,vocal_cover;subtle_pitch_shift;gentle_eq,True
143303,3,vocal_cover;light_chorus,True
143303,4,vocal_cover;gentle_delay,True
143303,5,vocal_cover;mild_reverb;subtle_pitch_shift,True
143303,6,vocal_cover;gentle_eq,True
143303,7,vocal_cover;slight_time_stretch;gentle_eq,True
143303,8,vocal_cover;gentle_delay;subtle_pitch_shift,True
143303,9,vocal_cover;subtle_pitch_shift;light_chorus,True
143303,10,vocal_cover;mild_reverb,True
143303,11,vocal_cover;subtle_pitch_shift,True
143303,12,vocal_cover;gentle_delay;slight_time_stretch,True
143303,13,vocal_cover;light_chorus;slight_time_stretch,True
143303,14,vocal_cover;light_chorus,True
143303,15,vocal_cover;mild_distortion,True
143303,16,vocal_cover;subtle_pitch_shift,True
143303,17,vocal_cover;subtle_pitch_shift;mild_distortion,True
143303,18,vocal_cover;gentle_delay,True
143303,19,vocal_cover;light_chorus;gentle_delay,True
143303,20,vocal_cover;gentle_delay,True
143303,21,vocal_cover;mild_distortion,True
143303,22,vocal_cover;light_chorus,True
143303,23,vocal_cover;mild_distortion,True
143303,24,vocal_cover;light_chorus,True
143303,25,vocal_cover;mild_reverb;slight_time_stretch,True
143303,26,vocal_cover;mild_distortion;gentle_eq,True
143303,27,vocal_cover;mild_reverb;mild_distortion,True
143303,28,vocal_cover;mild_reverb,True
143303,29,vocal_cover;gentle_eq;light_chorus,True
143303,30,vocal_cover;mild_distortion,True
001642,1,vocal_cover;light_chorus,True
001642,2,vocal_cover;gentle_delay,True
001642,3,vocal_cover;mild_reverb;light_chorus,True
001642,4,vocal_cover;mild_distortion;slight_time_stretch,True
001642,5,vocal_cover;mild_reverb,True
001642,6,vocal_cover;mild_distortion;mild_reverb,True
001642,7,vocal_cover;mild_distortion,True
001642,8,vocal_cover;gentle_eq;gentle_delay,True
001642,9,vocal_cover;gentle_eq,True
001642,10,vocal_cover;light_chorus;mild_distortion,True
001642,11,vocal_cover;gentle_delay;mild_distortion,True
001642,12,vocal_cover;subtle_pitch_shift,True
001642,13,vocal_cover;slight_time_stretch,True
001642,14,vocal_cover;gentle_eq,True
001642,15,vocal_cover;subtle_pitch_shift,True
001642,16,vocal_cover;mild_distortion;subtle_pitch_shift,True
001642,17,vocal_cover;gentle_delay,True
001642,18,vocal_cover;gentle_eq;mild_reverb,True
001642,19,vocal_cover;gentle_delay,True
001642,20,vocal_cover;gentle_eq,True
001642,21,vocal_cover;subtle_pitch_shift,True
001642,22,vocal_cover;subtle_pitch_shift,True
001642,23,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
001642,24,vocal_cover;light_chorus;gentle_delay,True
001642,25,vocal_cover;slight_time_stretch;mild_reverb,True
001642,26,vocal_cover;subtle_pitch_shift;mild_reverb,True
001642,27,vocal_cover;slight_time_stretch,True
001642,28,vocal_cover;gentle_eq;subtle_pitch_shift,True
001642,29,vocal_cover;slight_time_stretch,True
001642,30,vocal_cover;mild_reverb;gentle_delay,True
116458,1,vocal_cover;gentle_delay;subtle_pitch_shift,True
116458,2,vocal_cover;light_chorus;subtle_pitch_shift,True
116458,3,vocal_cover;gentle_eq,True
116458,4,vocal_cover;light_chorus;slight_time_stretch,True
116458,5,vocal_cover;light_chorus;gentle_delay,True
116458,6,vocal_cover;mild_distortion;gentle_eq,True
116458,7,vocal_cover;slight_time_stretch,True
116458,8,vocal_cover;mild_distortion,True
116458,9,vocal_cover;gentle_delay;gentle_eq,True
116458,10,vocal_cover;subtle_pitch_shift,True
116458,11,vocal_cover;mild_reverb,True
116458,12,vocal_cover;light_chorus,True
116458,13,vocal_cover;gentle_delay,True
116458,14,vocal_cover;light_chorus;mild_distortion,True
116458,15,vocal_cover;mild_reverb,True
116458,16,vocal_cover;slight_time_stretch;mild_reverb,True
116458,17,vocal_cover;gentle_eq,True
116458,18,vocal_cover;subtle_pitch_shift;mild_distortion,True
116458,19,vocal_cover;subtle_pitch_shift,True
116458,20,vocal_cover;slight_time_stretch;gentle_eq,True
116458,21,vocal_cover;light_chorus,True
116458,22,vocal_cover;gentle_eq,True
116458,23,vocal_cover;mild_reverb;gentle_delay,True
116458,24,vocal_cover;gentle_delay;slight_time_stretch,True
116458,25,vocal_cover;slight_time_stretch,True
116458,26,vocal_cover;mild_reverb,True
116458,27,vocal_cover;subtle_pitch_shift,True
116458,28,vocal_cover;gentle_delay,True
116458,29,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
116458,30,vocal_cover;mild_distortion;slight_time_stretch,True
127726,1,vocal_cover;mild_reverb;gentle_eq,True
127726,2,vocal_cover;gentle_delay;mild_distortion,True
127726,3,vocal_cover;mild_distortion,True
127726,4,vocal_cover;slight_time_stretch;mild_distortion,True
127726,5,vocal_cover;subtle_pitch_shift,True
127726,6,vocal_cover;gentle_eq,True
127726,7,vocal_cover;subtle_pitch_shift;gentle_eq,True
127726,8,vocal_cover;subtle_pitch_shift;light_chorus,True
127726,9,vocal_cover;slight_time_stretch,True
127726,10,vocal_cover;gentle_delay,True
127726,11,vocal_cover;mild_reverb,True
127726,12,vocal_cover;mild_distortion;light_chorus,True
127726,13,vocal_cover;subtle_pitch_shift,True
127726,14,vocal_cover;gentle_eq;light_chorus,True
127726,15,vocal_cover;light_chorus,True
127726,16,vocal_cover;subtle_pitch_shift,True
127726,17,vocal_cover;slight_time_stretch,True
127726,18,vocal_cover;mild_distortion,True
127726,19,vocal_cover;slight_time_stretch,True
127726,20,vocal_cover;gentle_delay;slight_time_stretch,True
127726,21,vocal_cover;gentle_delay;mild_reverb,True
127726,22,vocal_cover;slight_time_stretch;mild_reverb,True
127726,23,vocal_cover;light_chorus,True
127726,24,vocal_cover;mild_reverb;subtle_pitch_shift,True
127726,25,vocal_cover;slight_time_stretch;subtle_pitch_shift,True
127726,26,vocal_cover;slight_time_stretch,True
127726,27,vocal_cover;light_chorus,True
127726,28,vocal_cover;slight_time_stretch,True
127726,29,vocal_cover;slight_time_stretch,True
127726,30,vocal_cover;mild_reverb;mild_distortion,True
059561,1,vocal_cover;gentle_delay;light_chorus,True
059561,2,vocal_cover;slight_time_stretch,True
059561,1,vocal_cover;slight_time_stretch,True
059561,2,vocal_cover;light_chorus;gentle_delay,True
059561,3,vocal_cover;light_chorus;mild_reverb,True
059561,4,vocal_cover;gentle_eq;gentle_delay,True
059561,5,vocal_cover;mild_reverb;slight_time_stretch,True
059561,6,vocal_cover;mild_reverb;gentle_delay,True
059561,7,vocal_cover;mild_reverb;subtle_pitch_shift,True
059561,8,vocal_cover;mild_distortion;gentle_eq,True
059561,9,vocal_cover;subtle_pitch_shift;slight_time_stretch,True
059561,10,vocal_cover;mild_reverb,True
059561,11,vocal_cover;light_chorus;subtle_pitch_shift,True
059561,12,vocal_cover;light_chorus;mild_distortion,True
059561,13,vocal_cover;gentle_eq;slight_time_stretch,True
059561,14,vocal_cover;subtle_pitch_shift;mild_distortion,True
059561,15,vocal_cover;subtle_pitch_shift;gentle_delay,True
059561,16,vocal_cover;mild_distortion;gentle_delay,True
059561,17,vocal_cover;gentle_delay,True
059561,18,vocal_cover;subtle_pitch_shift,True
059561,19,vocal_cover;gentle_eq;subtle_pitch_shift,True
059561,20,vocal_cover;gentle_delay;slight_time_stretch,True
059561,21,vocal_cover;mild_distortion;slight_time_stretch,True
059561,22,vocal_cover;mild_distortion,True
059561,23,vocal_cover;mild_distortion;mild_reverb,True
059561,24,vocal_cover;light_chorus;slight_time_stretch,True
059561,25,vocal_cover;light_chorus,True
059561,26,vocal_cover;mild_reverb;gentle_eq,True
059561,27,vocal_cover;gentle_eq,True
059561,28,vocal_cover;mild_reverb,True
059561,29,vocal_cover;gentle_eq;mild_reverb,True
059561,30,vocal_cover;light_chorus;gentle_eq,True
075935,1,vocal_cover;mild_distortion;gentle_eq,True
075935,2,vocal_cover;slight_time_stretch;mild_reverb,True
075935,3,vocal_cover;mild_reverb,True
075935,4,vocal_cover;slight_time_stretch;mild_distortion,True
075935,5,vocal_cover;mild_distortion,True
075935,6,vocal_cover;gentle_eq,True
075935,7,vocal_cover;slight_time_stretch,True
075935,8,vocal_cover;subtle_pitch_shift,True
075935,9,vocal_cover;light_chorus,True
075935,10,vocal_cover;mild_reverb,True
075935,11,vocal_cover;subtle_pitch_shift,True
075935,12,vocal_cover;gentle_delay,True
075935,13,vocal_cover;subtle_pitch_shift;light_chorus,True
075935,14,vocal_cover;mild_reverb,True
075935,15,vocal_cover;subtle_pitch_shift;mild_distortion,True
075935,16,vocal_cover;gentle_delay,True
075935,17,vocal_cover;mild_distortion,True
075935,18,vocal_cover;gentle_eq;light_chorus,True
075935,19,vocal_cover;subtle_pitch_shift,True
075935,20,vocal_cover;light_chorus,True
075935,21,vocal_cover;mild_reverb;gentle_delay,True
075935,22,vocal_cover;mild_distortion;light_chorus,True
075935,23,vocal_cover;slight_time_stretch,True
075935,24,vocal_cover;gentle_delay;gentle_eq,True
075935,25,vocal_cover;light_chorus,True
075935,26,vocal_cover;mild_reverb,True
075935,27,vocal_cover;gentle_eq,True
075935,28,vocal_cover;light_chorus;mild_reverb,True
075935,29,vocal_cover;subtle_pitch_shift,True
075935,30,vocal_cover;light_chorus,True
091319,1,vocal_cover;mild_distortion;subtle_pitch_shift,True
091319,2,vocal_cover;gentle_delay,True
091319,3,vocal_cover;slight_time_stretch,True
091319,4,vocal_cover;gentle_eq;slight_time_stretch,True
091319,5,vocal_cover;slight_time_stretch;mild_distortion,True
091319,6,vocal_cover;subtle_pitch_shift;gentle_delay,True
